MuiStack-root href,MuiBox-root src,MuiTypography-root,MuiTypography-root 2,MuiTypography-root 3,MuiButtonBase-root 3,MuiTypography-root 4,notranslate
https://portalb2b.neosolar.com.br/novo-pedido/produto/20525,https://portal.zydon.com.br/api/files/61861d78-37bd-4376-8e97-01f438d9c092/content?ingress=portalb2b.neosolar.com.br,Inversor Senoidal Epever IPower Plus IP1000-21 (T) - 1000W 24/110V,"Inversor Epever Ipower Plus de 24Vcc para 110Vca com potência contínua de 1000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS, além baterias de chumbo-ácido em geral. Simples e fácil de instalar, com garantia de 2 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Inversor Epever Ipower Plus de 24Vcc para 110Vca com potência contínua de 1000W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS, além baterias de chumbo-ácido em geral. Simples e fácil de instalar, com garantia de 2 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.",Indisponível,,
https://portalb2b.neosolar.com.br/novo-pedido/produto/20666,https://portal.zydon.com.br/api/files/ab1186e3-fcdd-452a-9a81-ebea9dc73bc4/content?ingress=portalb2b.neosolar.com.br,Inversor Off Grid Senoidal Epever IPower Plus IP3000-12 (T-BR) - 3000W 12/220V,"Inversor Epever Ipower Plus de 12Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar, com garantia de 2 anos contra defeito de fabricação.","Inversor Epever Ipower Plus de 12Vcc para 220Vca com potência contínua de 3000W e formato de onda do tipo senoidal pura. Indicado para uso com baterias de chumbo-ácido em geral (incompatível com baterias de lítio com proteção Via BMS). Simples e fácil de instalar, com garantia de 2 anos contra defeito de fabricação.",Indisponível,"R$ 1.427,44",
https://portalb2b.neosolar.com.br/novo-pedido/produto/20287,https://portal.zydon.com.br/api/files/e2a01227-9f28-4891-b5d5-decbe6b304a7/content?ingress=portalb2b.neosolar.com.br,Microinversor Deye SUN2000G3 Monofásico 2000W - 220V - MLPE e Wi-Fi Integrado,Microinversor Deye Sun2000G3 – Wi-Fi Integrado – Potência Contínua: 2000 W – Tensão: 220 V – Garantia: de 12 anos (já incluídos os 90 dias da garantia legal).,Microinversor Deye Sun2000G3 – Wi-Fi Integrado – Potência Contínua: 2000 W – Tensão: 220 V – Garantia: de 12 anos (já incluídos os 90 dias da garantia legal).,Indisponível,,
https://portalb2b.neosolar.com.br/novo-pedido/produto/21442,https://portal.zydon.com.br/api/files/0b80133f-ce6c-4647-98aa-5cb36f26b9f5/content?ingress=portalb2b.neosolar.com.br,Inversor Senoidal Epever IPower Plus IP1500-41 (T) - 1500W 48/127V,"Inversor Epever Ipower Plus de 48Vcc (43,2~64,0Vcc) para 127Vca com potência contínua de 1500W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS, além baterias de chumbo-ácido em geral. Simples e fácil de instalar, com garantia de 2 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Inversor Epever Ipower Plus de 48Vcc (43,2~64,0Vcc) para 127Vca com potência contínua de 1500W e formato de onda do tipo senoidal pura. Compatível com baterias de lítio com proteção Via BMS, além baterias de chumbo-ácido em geral. Simples e fácil de instalar, com garantia de 2 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.",Indisponível,,
https://portalb2b.neosolar.com.br/novo-pedido/produto/21824,https://portal.zydon.com.br/api/files/ebc1e6b4-215e-412e-8164-094dc9c16c72/content?ingress=portalb2b.neosolar.com.br,Inversor Híbrido On + Off Grid Deye SUN5K - 5000W - 48/220V,---,,Indisponível,,
https://portalb2b.neosolar.com.br/novo-pedido/produto/22099,https://portal.zydon.com.br/api/files/e35a9ded-e99a-4ae1-9506-61bdbf885783/content?ingress=portalb2b.neosolar.com.br,Inversor Híbrido On + Off Grid Deye SUN5K (EU) SG01 - 5000W - 48/220V,"Inversor Solar On Grid Híbrido Deye de 5000W para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria), opera em sistemas Off Grid e pode ser paralelável para maiores potências. Garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Inversor Solar On Grid Híbrido Deye de 5000W para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria), opera em sistemas Off Grid e pode ser paralelável para maiores potências. Garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.",Indisponível,"R$ 8.689,44",
https://portalb2b.neosolar.com.br/novo-pedido/produto/22144,https://portal.zydon.com.br/api/files/ef758297-a7f2-42c3-94b1-11ec68bd0162/content?ingress=portalb2b.neosolar.com.br,Inversor Híbrido On + Off Grid Deye SUN5K - 5000W - 48/220V,"Inversor Solar On Grid Híbrido Deye de 3600W (EU) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria), opera em sistemas Off Grid e pode ser paralelável para maiores potências. Garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Inversor Solar On Grid Híbrido Deye de 3600W (EU) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria), opera em sistemas Off Grid e pode ser paralelável para maiores potências. Garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.",Indisponível,"R$ 7.555,93",
https://portalb2b.neosolar.com.br/novo-pedido/produto/22159,https://portal.zydon.com.br/api/files/e61fdefc-4870-4a84-a247-e3b25e6529e1/content?ingress=portalb2b.neosolar.com.br,Inversor Híbrido On + Off Grid Deye SUN5K (US) - 5000W - 48/120-240V,"Inversor Solar On Grid Híbrido Deye de 5000W (US) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria), opera em sistemas Off Grid e pode ser paralelável para maiores potências. Garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.","Inversor Solar On Grid Híbrido Deye de 5000W (US) para sistemas conectados à rede e entrada para bateria 48Vcc. Possui função 2 em 1 (Inversor + carregador de bateria), opera em sistemas Off Grid e pode ser paralelável para maiores potências. Garantia de 10 anos (já incluindo os 90 dias da garantia legal) contra defeito de fabricação.",Indisponível,"R$ 11.037,95",
https://portalb2b.neosolar.com.br/novo-pedido/produto/21306,https://portal.zydon.com.br/api/files/49e9d1d2-344c-405f-91b5-b29b80b826c1/content?ingress=portalb2b.neosolar.com.br,Inversor Carregador Epever HP5542 - 5500W - MPPT 100A - 48/220V,P. Surto: 8.500W | Faixa MPPT: 85 ~ 400V | Paralelismo: Máx. 16 un | Compatível c/ Lítio,P. Surto: 8.500W | Faixa MPPT: 85 ~ 400V | Paralelismo: Máx. 16 un | Compatível c/ Lítio,Indisponível,"R$ 4.513,74",
https://portalb2b.neosolar.com.br/novo-pedido/produto/24872,https://portal.zydon.com.br/api/files/82213e2a-f17d-4779-8267-c2d0a1f41ded/content?ingress=portalb2b.neosolar.com.br,Inversor On Grid Livoltek 10kW 220V Monofásico - GT1-10KT2,3 MPPTS (16A + 16A + 16A) | PVmax: 15kW | Tensão Máxima: 600V | Com AFCI | Garantia: 10 anos,3 MPPTS (16A + 16A + 16A) | PVmax: 15kW | Tensão Máxima: 600V | Com AFCI | Garantia: 10 anos,Indisponível,"R$ 3.110,83",
