col-md-6,fw-bold,fw-bold 2,pt-2,form-control,form-control 2,form-control 3,d-flex src,card-subtitle,card-title,text-oderco-dark,border-0,border-0 2,d-flex src 2,card-subtitle 2,card-title 2,d-flex src 3,card-subtitle 3,card-title 3,fw-bold 3,d-flex src 4,card-subtitle 4,card-title 4,fw-bold 4,d-flex src 5,card-subtitle 5,fw-bold 5,d-flex src 6,card-subtitle 6,card-title 6,fw-bold 6,d-flex src 7,card-subtitle 7,card-title 7,fw-bold 7,d-flex,d-flex src 8,card-subtitle 8,card-title 8,d-flex src 9,card-subtitle 9,card-title 9,d-flex src 10,card-subtitle 10,card-title 10,d-flex src 11,card-subtitle 11,card-title 11," href",page-link,page-link 2,page-link 3
Exibindo  itens de  encontrados.,21,53,Ordenar por,Preço,Marca,Potência,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"R$ 17.450,25","R$ 25.791,25",,,,,https://oderco.com.br/media/catalog/product/2/9/292437-17458999759611785.jpeg,SKU#: 292437,INVERSOR SOLAR 75KW TRIFASICO 220V 75KTLX-G4-LV 8 MPPT SOFAR AFCI,Com IPI e ST,-,+,https://oderco.com.br/media/catalog/product/1/9/192575-17460421976229660.jpeg,SKU#: 192575,INVERSOR SOLAR GROWATT MAX 100KTL3-X LV 100KW TRIFASICO 380V 10MPPT,https://oderco.com.br/media/catalog/product/1/-/1-17457314169194004.jpeg,SKU#: 112369,INVERSOR SOLAR 100KW TRIFASICO 380V - DEYE - SUN-100K-G,"R$ 24.363,40",https://oderco.com.br/media/catalog/product/1/9/192576-17458855660881319.jpeg,SKU#: 192576,INVERSOR SOLAR GROWATT MAX 125KTL3-X LV 125KW TRIFASICO 380V 10MPPT,"R$ 29.193,50",https://oderco.com.br/media/catalog/product/1/9/194023-17460422066042496.jpeg,SKU#: 194023,"R$ 36.667,48",https://oderco.com.br/media/catalog/product/1/5/152147-1-17507708324918071.jpeg,SKU#: 152147,INVERSOR SOLAR 125KW TRIFASICO 380V SAJ C6-125K-T12,"R$ 24.294,26",https://oderco.com.br/media/catalog/product/1/4/145763-17456925994814488.jpeg,SKU#: 145763,INVERSOR SOLAR GROWATT MIN5000TL-X 5KW MONOFASICO 220V 2MPPT,Produto Indisponível,Previsão de chegada em breve,https://oderco.com.br/media/catalog/product/2/6/267277-17458727569694572.jpeg,SKU#: 267277,INVERSOR SOLAR 15KW TRIFASICO 220V SAJ R6-15K-T2-32-LV,https://oderco.com.br/media/catalog/product/2/9/292442-17457818261091625.jpeg,SKU#: 292442,INVERSOR SOLAR 20KW TRIFASICO 380V 20KTLX2-G3P 2 MPPT SOFAR AFCI,https://oderco.com.br/media/catalog/product/2/9/299595-17467957208646910.jpeg,SKU#: 299595,INVERSOR SOLAR 50KW TRIFASICO 220V 50KTLX-G4-LV 6 MPPT SOFAR AFCI,https://oderco.com.br/media/catalog/product/1/6/165471-1-17460424443329247.jpeg,SKU#: 165471,INVERSOR SOLAR 50KW TRIFASICO 220V SAJ C6-50K-T6-LV,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://plataforma.odex.com.br/dashboard/shop/view/inverter?q=shop#top,1,2,3
