card-title,img-content-orders src,fw-semibold,text-orders-price
IIN00318,https://prod-platform-api.s3.amazonaws.com/components/678191649fe6a400e32b7dab/IIN00318.png,SOLIS ON-GRID 15KW - 380V - 2 MPPT - AFCI (S5-GR3P15K),"R$ 9.361,79"
IIN00305,https://prod-platform-api.s3.amazonaws.com/components/678191649fe6a400e32b7da9/IIN00305.png,SOLIS ON-GRID 7.5KW - 220V - 2 MPPT - AFCI (S6-GR1P7.5K2),"R$ 5.638,67"
IIN00304,https://prod-platform-api.s3.amazonaws.com/components/67818a5fc57f3b2021da95a2/IIN00304.png,SOLIS ON-GRID 6KW - 220V - 2 MPPT - AFCI (S6-GR1P6K-S),"R$ 4.331,84"
IIN00303,https://prod-platform-api.s3.amazonaws.com/components/67818a5fc57f3b2021da95a1/IIN00303.png,SOLIS ON-GRID 5KW - 220V - 2 MPPT - AFCI (S6-GR1P5K-S),"R$ 4.242,64"
IIN00302,https://prod-platform-api.s3.amazonaws.com/components/67818a5fc57f3b2021da95a0/IIN00302.png,SOLIS ON-GRID 4KW - 220V - 2 MPPT - AFCI (S6-GR1P4K-S),"R$ 4.155,44"
IIN00301,https://prod-platform-api.s3.amazonaws.com/components/67818a5fc57f3b2021da959f/IIN00301_v2.png,SOLIS ON-GRID 3KW - 220V - 1 MPPT - AFCI (S6-GR1P3K-M),"R$ 3.080,34"
IIN00286,https://prod-platform-api.s3.amazonaws.com/components/6769b33d181ccb51be062efe/SUNGROW-SG75CX-LV.png,SUNGROW ON-GRID 75KW - 220V - 7 MPPT - AFCI (SG75CX-LV),"R$ 51.625,84"
IIN00299,https://prod-platform-api.s3.amazonaws.com/components/674e1fe18b02c0d00962193e/Enphase-IQB.png,"ENPHASE MICROINVERSOR 0,475KW - 220V - AFCI (IQ8P-72-2-BR)","R$ 1.474,61"
IIN00266,https://prod-platform-api.s3.amazonaws.com/components/6740c6aa9efcab954c86d5d0/SUNGROW-SG20RT-P2-(AFCI)-380V-2MPPT.png,SUNGROW ON-GRID 20KW - 380V - 2 MPPT - AFCI (SG20RT-P2),"R$ 11.827,04"
IIN00292,https://prod-platform-api.s3.amazonaws.com/components/67180b5173efb62298e53df2/IIN00292.png,SOLIS ON-GRID 25KW - 380V - 3 MPPT - AFCI (S5-GC25K),"R$ 11.909,46"
IIN00291,https://prod-platform-api.s3.amazonaws.com/components/67180b5173efb62298e53df1/IIN00291.png,SOLIS ON-GRID 37.5KW - 380V - 4 MPPT - AFCI (S5-GC37.5K),"R$ 18.285,74"
IIN00289,https://prod-platform-api.s3.amazonaws.com/components/67180b5173efb62298e53df0/IIN00289.png,SOLIS ON-GRID 60KW - 380V - 6 MPPT - AFCI (S5-GC60K),"R$ 23.700,74"
IIN00288,https://prod-platform-api.s3.amazonaws.com/components/67180b5173efb62298e53def/IIN00288.png,SOLIS ON-GRID 20KW - 380V - 2 MPPT - AFCI (S5-GR3P20K),"R$ 10.272,47"
IIN00284,https://prod-platform-api.s3.amazonaws.com/components/670fc6f49a0e5984389e13ea/GROWATT-MOD15KTL3-X2-380V-2-MPPT.png,GROWATT MOD15KTL3-X2 - 380V -2 MPPT,"R$ 10.273,98"
IIN00252,https://prod-platform-api.s3.amazonaws.com/components/670d5c35dac72e01f686b281/GROWATT-MIC-3000TL-X2-220V-1MPPT.png,GROWATT ON-GRID 3KW - 220V - 1 MPPT - AFCI (MIC3000TL-X2),"R$ 2.802,34"
IIN00214,https://prod-platform-api.s3.amazonaws.com/components/66fd43d9af4b1447310ffa6c/IIN00214.png,HUAWEI  ON-GRID 250KW - 800V - 6 MPPT - AFCI (SUN2000-250KTL-H1),"R$ 112.939,09"
IIN00279,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c792/logo.png,NEP CLIP FIXAÇÃO P/ RSD,"R$ 22,71"
IIN00278,https://fortlevsolar.app/produto-avulso?familia=inverter,NEP CONTROLADOR DE TENSÃO MONIT. A NÍVEL DE MÓD. 1 P/ INVERSOR,"R$ 3.680,61"
IIN00231,https://prod-platform-api.s3.amazonaws.com/components/66b3b62951d7cf33a7085c18/IIN00231.png,GROWATT ON-GRID 20KW - 380V - 2 MPPT - AFCI (MID20KTL3-X2),"R$ 10.544,02"
IIN00230,https://prod-platform-api.s3.amazonaws.com/components/66b3b62951d7cf33a7085c17/IIN00230.png,GROWATT ON-GRID 25KW - 380V - 2 MPPT - AFCI (MID 25KTL3-X2),"R$ 12.161,59"
IIN00209,https://prod-platform-api.s3.amazonaws.com/components/66b3b62951d7cf33a7085c16/GROWATT-NEO-2000M-X-2000W-220V.png,GROWATT NEO 2000M - X - 2000W - 220V,"R$ 1.737,19"
IIN00241,https://prod-platform-api.s3.amazonaws.com/components/66b0f709cd109c6b7bfd3254/IIN00241.png,GROWATT ON-GRID 10KW - 220V - 3 MPPT - AFCI (MIN10000TL-X2),"R$ 6.187,55"
IIN00271,https://prod-platform-api.s3.amazonaws.com/components/66aa4a70582ee86e8d985fc8/IIN00271.png,FOXESS  ON-GRID 100KW - 380V - 9 MPPT - AFCI (R100),"R$ 33.594,00"
IIN00238,https://prod-platform-api.s3.amazonaws.com/components/6691ae707f99e1700d66acbf/IIN00238.png,GROWATT ON-GRID 20KW - 220V - 4 MPPT - AFCI (MID20KTL3-XL2),"R$ 14.016,63"
IIN00251,https://prod-platform-api.s3.amazonaws.com/components/6691a7697f99e1700d66acbd/IIN00251.png,GROWATT ON-GRID 5KW - 220V - 2 MPPT - AFCI (MIN5000TL-X2),"R$ 3.734,96"
IIN00250,https://prod-platform-api.s3.amazonaws.com/components/6691a7697f99e1700d66acbc/IIN00250.png,GROWATT ON-GRID 6KW - 220V - 2 MPPT - AFCI (MIN6000TL-X2),"R$ 4.270,83"
IIN00242,https://prod-platform-api.s3.amazonaws.com/components/6691a7697f99e1700d66acbb/IIN00242.png,GROWATT ON-GRID 8KW - 220V - 3 MPPT - AFCI (MIN8000TL-X2),"R$ 6.311,59"
IIN00239,https://prod-platform-api.s3.amazonaws.com/components/6691a7697f99e1700d66acba/IIN00239.png,GROWATT ON-GRID 15KW - 220V - 4 MPPT - AFCI (MID15KTL3-XL2),"R$ 13.178,11"
IIN00237,https://prod-platform-api.s3.amazonaws.com/components/6691a7697f99e1700d66acb9/IIN00237.png,GROWATT ON-GRID 25KW - 220V - 4 MPPT - AFCI (MID 25KTL3-XL2),"R$ 16.487,09"
IIN00235,https://prod-platform-api.s3.amazonaws.com/components/668ec5203185c4c727e4776d/IIN00235.png,GROWATT ON-GRID 60KW - 220V - 8 MPPT - AFCI (MAX60KTL3-XL2),"R$ 35.256,97"
IIN00265,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5afb/IIN00265.png,FOXESS  ON-GRID 15KW - 220V - 4 MPPT - AFCI (VL15),"R$ 15.777,87"
IIN00264,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5afa/IIN00264.png,FOXESS  ON-GRID 20KW - 220V - 4 MPPT - AFCI (VL20),"R$ 17.901,25"
IIN00263,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af9/IIN00263.png,FOXESS  ON-GRID 25KW - 220V - 4 MPPT - AFCI (VL25),"R$ 19.702,08"
IIN00262,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af8/IIN00262.png,FOXESS  ON-GRID 30KW - 220V - 4 MPPT - AFCI (VL30),"R$ 20.954,83"
IIN00261,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af7/IIN00261.png,FOXESS  ON-GRID 37.5KW - 220V - 4 MPPT - AFCI (VL37.5),"R$ 23.326,60"
IIN00260,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af6/IIN00260.png,FOXESS ON-GRID 10KW - 220V - 3 MPPT - AFCI (G10),"R$ 6.938,61"
IIN00259,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af5/IIN00259.png,FOXESS  ON-GRID 9KW - 220V - 3 MPPT - AFCI (G9),"R$ 6.064,60"
IIN00258,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af4/IIN00258.png,FOXESS  ON-GRID 15KW - 380V - 2 MPPT - AFCI (T15-G3),"R$ 8.633,78"
IIN00257,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af3/IIN00257.png,FOXESS  ON-GRID 20KW - 380V - 2 MPPT - AFCI (T20-G3),"R$ 9.375,00"
IIN00256,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af2/IIN00256.png,FOXESS ON-GRID 25KW - 380V - 2 MPPT - AFCI (T25-G3),"R$ 10.880,75"
IIN00228,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5af0/SUNGROW-SG4.0RS-220V-2MPPT.png,SUNGROW ON-GRID 4KW - 220V - 2 MPPT - AFCI (SG4RS-L),"R$ 3.793,12"
IIN00219,https://prod-platform-api.s3.amazonaws.com/components/66880a777bc71b60358a5aef/SUNGROW-SG3.0RS-220V-1MPPT.png,SUNGROW ON-GRID 3KW - 220V - 1 MPPT - AFCI (SG3.0RS-L),"R$ 3.054,06"
IIN00164,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8e5/icon-318x647.png,FERRAMENTA P/ DESCONEXAO TERMINAIS CABO-Q ENPHASE,"R$ 26,92"
IIN00161,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8e2/icon-318x647.png,PAR DE CONECTOR P/ CABO-Q ENPHASE,"R$ 222,06"
IIN00126,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8c7/IIN00126.png,"ENPHASE MICROINVERSOR 0,335KW - 220V - AFCI (IQ7AM-72-2-US)","R$ 979,82"
IIN00148,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8c5/IIN00148.png,SOLAREDGE SE100K SYNERGY - 380V,De:
IIN00071,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8be/IIN00071.png,GROWATT SPF3500ES - 230V - 1MPPT,"R$ 8.869,11"
IIN00182,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8bc/IIN00182.png,GROWATT OFF-GRID 5KW - 220V - 1 MPPT (SPF5000ES),"R$ 6.265,01"
IIN00021,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8b9/IIN00021.png,SUNGROW ON-GRID 125KW - 600V - 1 MPPT (SG125HV),"R$ 63.240,75"
IIN00018,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c792/logo.png,SUNGROW SG60KTL - 380V - 1MPPT,"R$ 50.675,45"
IIN00236,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a8/IIN00236.png,GROWATT ON-GRID 50KW - 220V - 8 MPPT - AFCI (MAX50KTL3-XL2),"R$ 34.583,33"
IIN00225,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a6/IIN00225.png,MICROINVERSOR FOXESS M1 - 1000W - 220V,"R$ 1.353,45"
IIN00222,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a5/SUNGROW-SG9.0RS-220V-3MPPT.png,SUNGROW ON-GRID 9KW - 220V - 3 MPPT - AFCI (SG9.0RS-L),"R$ 8.062,90"
IIN00221,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a4/IIN00221.png,SUNGROW ON-GRID 6KW - 220V - 2 MPPT - AFCI (SG6.0RS-L),"R$ 4.275,55"
IIN00220,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a3/SUNGROW-SG5.0RS-220V-2MPPT.png,SUNGROW ON-GRID 5KW - 220V - 2 MPPT - AFCI (SG5.0RS-L),"R$ 4.408,43"
IIN00218,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a2/IIN00218.png,SUNGROW ON-GRID 10KW - 220V - 3 MPPT - AFCI (SG10RS-L),"R$ 6.916,17"
IIN00217,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a1/IIN00217.png,SUNGROW ON-GRID 8KW - 220V - 2 MPPT - AFCI (SG8.0RS-L),"R$ 6.562,13"
IIN00216,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c8a0/IIN00216.png,SUNGROW ON-GRID 110KW - 380V - 12 MPPT - AFCI (SG110CX-P2),"R$ 49.775,71"
IIN00215,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c89f/IIN00215.png,SUNGROW ON-GRID 75KW - 380V - 8 MPPT - AFCI (SG75CX-P2),"R$ 33.139,05"
IIN00212,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c89e/IIN00212.png,SUNGROW ON-GRID 25KW - 220V - 3 MPPT - AFCI (SG25CX-P2-LV),"R$ 21.399,11"
IIN00211,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c89d/IIN00211.png,SUNGROW ON-GRID 20KW - 220V - 3 MPPT - AFCI (SG20CX-P2-LV),"R$ 19.116,33"
IIN00210,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c89c/IIN00210.png,SUNGROW ON-GRID 15KW - 220V - 2 MPPT - AFCI (SG15CX-P2-LV),"R$ 17.544,75"
IIN00196,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c89a/IIN00196.png,SUNGROW ON-GRID 30KW - 380V - 3 MPPT - AFCI (SG30CX-P2),"R$ 15.734,71"
IIN00195,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c899/IIN00195.png,SUNGROW ON-GRID 25KW - 380V - 3 MPPT - AFCI (SG25CX-P2),"R$ 13.965,66"
IIN00194,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c898/IIN00194.png,SUNGROW ON-GRID 40KW - 380V - 4 MPPT - AFCI (SG40CX-P2),"R$ 22.590,91"
IIN00193,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c897/IIN00193.png,FOXESS  ON-GRID 3KW - 220V - 1 MPPT - AFCI (S3000-G2),"R$ 2.676,10"
IIN00190,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c894/IIN00190.png,FOXESS T15-G3 - 380V - 2MPPT,"R$ 8.855,82"
IIN00189,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c893/IIN00189.png,FOXESS  ON-GRID 12KW - 380V - 2 MPPT - AFCI (T12-G3),"R$ 7.653,41"
IIN00188,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c892/IIN00188.png,FOXESS  ON-GRID 6KW - 220V - 2 MPPT - AFCI (F6000-G2),"R$ 4.248,71"
IIN00185,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c890/IIN00185.png,FOXESS  ON-GRID 8KW - 220V - 3 MPPT - AFCI (G8),"R$ 5.561,87"
IIN00184,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88f/IIN00184.png,FOXESS  ON-GRID 5KW - 220V - 2 MPPT - AFCI (F5000-G2),"R$ 3.917,37"
IIN00170,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88c/IIN00170.png,GROWATT MAX60KTL3-XL 2 - 220V - 8MPPT,"R$ 43.038,95"
IIN00169,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88b/IIN00169.png,GROWATT MAX 75KTL3-XL 2 - 220V - 8MPPT,De:
IIN00180,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c888/IIN00180.png,SUNGROW ON-GRID 50KW - 380V - 4 MPPT - AFCI (SG50CX-P2),"R$ 22.343,75"
