card-title,img-content-orders src,fw-semibold,text-orders-price
ICP00004,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7ea/caixa%20de%20passagem.png,"CAIXA DE PASSAGEM PRFV D 1,2 H 1,2","R$ 1.827,50"
ICP00003,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7e9/caixa%20de%20passagem.png,"CAIXA DE PASSAGEM PRFV D 1,2 H 1,0","R$ 1.650,83"
ICP00002,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7e8/caixa%20de%20passagem.png,"CAIXA DE PASSAGEM PRFV D 0,6 H 0,8","R$ 665,02"
ICP00001,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7e7/caixa%20de%20passagem.png,"CAIXA DE PASSAGEM PRFV D 0,3M H 0,3M","R$ 239,09"
ICO00012,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7e6/icon-318x647.png,CONECTOR JINKO PV-JK03M  2 PARES,"R$ 45,68"
ICO00001,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7e1/ICO00001.png,KIT CONECTOR 2 PARES,"R$ 37,11"
ICA00011,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7de/ICA00011.png,"CABO 1X6MM VERMELHO 1,8KV","R$ 9,71"
ICA00010,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7dd/ICA00010.png,"CABO 1X6MM PRETO 1,8KV","R$ 9,80"
ICA00009,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7dc/ICA00009.png,CABO VERMELHO 4MM2,"R$ 6,97"
ICA00008,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7db/ICA00008.png,CABO PRETO 4MM2,"R$ 6,93"
ICA00007,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c792/logo.png,CABO VERDE 6MM2,"R$ 10,25"
IBT00003,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7d9/IBT00003.png,BASE P/ BATERIA AXE,"R$ 284,46"
IBT00002,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7d8/IBT00002.png,CABO P/ BATERIA AXE,"R$ 826,24"
IBT00001,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c7d7/IBT00001.png,BATERIA GROWATT AXE 5.0L,De:
