" src",," 2",card-content,btn href,card-content 2,btn 2,btn href 2,card-content 3,btn 3,btn href 3
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c879/IIN00112.png,IIN00112,GROWATT MID15KTL3-XL - 220V - 4MPPT,CERTIFICADO DE CONFORMIDADE - IIN00112 - GROWATT MID15KTL3-XL - 220V - 4MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c879/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00112%20-%20GROWATT%20MID15KTL3-XL%20-%20220V%20-%204MPPT.pdf,DATASHEET - IIN00112 - GROWATT MID15KTL3-XL - 220V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c879/DATASHEET%20-%20IIN00112%20-%20GROWATT%20MID15KTL3-XL%20-%20220V%20-%204MPPT.pdf,MANUAL - IIN00112 - GROWATT MID15KTL3-XL - 220V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c879/MANUAL%20-%20IIN00112%20-%20GROWATT%20MID15KTL3-XL%20-%20220V%20-%204MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87a/IIN00113.png,IIN00113,GROWATT MID20KTL3-XL - 220V - 4MPPT,CERTIFICADO DE CONFORMIDADE - IIN00113 - GROWATT MID20KTL3-XL - 220V - 4MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87a/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00113%20-%20GROWATT%20MID20KTL3-XL%20-%20220V%20-%204MPPT.pdf,DATASHEET - IIN00113 - GROWATT MID20KTL3-XL - 220V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87a/DATASHEET%20-%20IIN00113%20-%20GROWATT%20MID20KTL3-XL%20-%20220V%20-%204MPPT.pdf,MANUAL - IIN00113 - GROWATT MID20KTL3-XL - 220V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87a/MANUAL%20-%20IIN00113%20-%20GROWATT%20MID20KTL3-XL%20-%20220V%20-%204MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87b/IIN00114.png,IIN00114,GROWATT MAC25KTL3-XL - 220V - 3MPPT,CERTIFICADO DE CONFORMIDADE - IIN00114 - GROWATT MAC25KTL3-XL - 220V - 3MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87b/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00114%20-%20GROWATT%20MAC25KTL3-XL%20-%20220V%20-%203MPPT.pdf,DATASHEET - IIN00114 - GROWATT MAC25KTL3-XL - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87b/DATASHEET%20-%20IIN00114%20-%20GROWATT%20MAC25KTL3-XL%20-%20220V%20-%203MPPT.pdf,MANUAL - IIN00114 - GROWATT MAC25KTL3-XL - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87b/MANUAL%20-%20IIN00114%20-%20GROWATT%20MAC25KTL3-XL%20-%20220V%20-%203MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87f/SUNGROW-SG3.0RS-220V-1MPPT.png,IIN00130,SUNGROW SG3.0RS-S - 220V - 1MPPT,CERTIFICADO DO INMETRO - IIN00130 - SUNGROW SG3.0RS-S - 220V - 1MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87f/CERTIFICADO%20DO%20INMETRO%20-%20IIN00130%20-%20SUNGROW%20SG3.0RS-S%20-%20220V%20-%201MPPT.pdf,DATASHEET - IIN00130 - SUNGROW SG3.0RS-S - 220V - 1MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87f/DATASHEET%20-%20IIN00130%20-%20SUNGROW%20SG3.0RS-S%20-%20220V%20-%201MPPT.pdf,MANUAL - IIN00130 - SUNGROW SG3.0RS-S - 220V - 1MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c87f/MANUAL%20-%20IIN00130%20-%20SUNGROW%20SG3.0RS-S%20-%20220V%20-%201MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c880/IIN00132.png,IIN00132,SUNGROW SG4.0RS - 220V - 2MPPT,CERTIFICADO DO INMETRO - IIN00132 - SUNGROW SG4.0RS - 220V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c880/CERTIFICADO%20DO%20INMETRO%20-%20IIN00132%20-%20SUNGROW%20SG4.0RS%20-%20220V%20-%202MPPT.pdf,DATASHEET - IIN00132 - SUNGROW SG4.0RS - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c880/DATASHEET%20-%20IIN00132%20-%20SUNGROW%20SG4.0RS%20-%20220V%20-%202MPPT.pdf,MANUAL - IIN00132 - SUNGROW SG4.0RS - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c880/MANUAL%20-%20IIN00132%20-%20SUNGROW%20SG4.0RS%20-%20220V%20-%202MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c881/IIN00133.png,IIN00133,SUNGROW SG5.0RS - 220V - 2MPPT,CERTIFICADO DO INMETRO - IIN00133 - SUNGROW SG5.0RS - 220V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c881/CERTIFICADO%20DO%20INMETRO%20-%20IIN00133%20-%20SUNGROW%20SG5.0RS%20-%20220V%20-%202MPPT.pdf,DATASHEET - IIN00133 - SUNGROW SG5.0RS - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c881/DATASHEET%20-%20IIN00133%20-%20SUNGROW%20SG5.0RS%20-%20220V%20-%202MPPT.pdf,MANUAL - IIN00133 - SUNGROW SG5.0RS - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c881/MANUAL%20-%20IIN00133%20-%20SUNGROW%20SG5.0RS%20-%20220V%20-%202MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c882/IIN00134.png,IIN00134,SUNGROW SG6.0RS - 220V - 2MPPT,DATASHEET - IIN00134 - SUNGROW SG6.0RS - 220V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c882/DATASHEET%20-%20IIN00134%20-%20SUNGROW%20SG6.0RS%20-%20220V%20-%202MPPT.pdf,CERTIFICADO DO INMETRO - IIN00134 - SUNGROW SG6.0RS - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c882/CERTIFICADO%20DO%20INMETRO%20-%20IIN00134%20-%20SUNGROW%20SG6.0RS%20-%20220V%20-%202MPPT.pdf,MANUAL - IIN00134 - SUNGROW SG6.0RS - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c882/MANUAL%20-%20IIN00134%20-%20SUNGROW%20SG6.0RS%20-%20220V%20-%202MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c883/IIN00135.png,IIN00135,SUNGROW SG8.0RS - 220V - 3MPPT,CERTIFICADO DO INMETRO - IIN00135 - SUNGROW SG8.0RS - 220V - 3MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c883/CERTIFICADO%20DO%20INMETRO%20-%20IIN00135%20-%20SUNGROW%20SG8.0RS%20-%20220V%20-%203MPPT.pdf,DATASHEET - IIN00135 - SUNGROW SG8.0RS - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c883/DATASHEET%20-%20IIN00135%20-%20SUNGROW%20SG8.0RS%20-%20220V%20-%203MPPT.pdf,MANUAL - IIN00135 - SUNGROW SG8.0RS - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c883/MANUAL%20-%20IIN00135%20-%20SUNGROW%20SG8.0RS%20-%20220V%20-%203MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c884/IIN00136.png,IIN00136,SUNGROW SG9.0RS - 220V - 3MPPT,CERTIFICADO DO INMETRO - IIN00136 - SUNGROW SG9.0RS - 220V - 3MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c884/CERTIFICADO%20DO%20INMETRO%20-%20IIN00136%20-%20SUNGROW%20SG9.0RS%20-%20220V%20-%203MPPT.pdf,DATASHEET - IIN00136 - SUNGROW SG9.0RS - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c884/DATASHEET%20-%20IIN00136%20-%20SUNGROW%20SG9.0RS%20-%20220V%20-%203MPPT.pdf,MANUAL - IIN00136 - SUNGROW SG9.0RS - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c884/MANUAL%20-%20IIN00136%20-%20SUNGROW%20SG9.0RS%20-%20220V%20-%203MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c885/IIN00137.png,IIN00137,SUNGROW SG10RS - 220V - 3MPPT,DATASHEET - IIN00137 - SUNGROW SG10RS - 220V - 3MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c885/DATASHEET%20-%20IIN00137%20-%20SUNGROW%20SG10RS%20-%20220V%20-%203MPPT.pdf,CERTIFICADO DO INMETRO - IIN00137 - SUNGROW SG10RS - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c885/CERTIFICADO%20DO%20INMETRO%20-%20IIN00137%20-%20SUNGROW%20SG10RS%20-%20220V%20-%203MPPT.pdf,MANUAL - IIN00137 - SUNGROW SG10RS - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c885/MANUAL%20-%20IIN00137%20-%20SUNGROW%20SG10RS%20-%20220V%20-%203MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c886/IIN00046.png,IIN00046,SUNGROW SG250HX - 800V - 12MPPT,CERTIFICADO DE CONFORMIDADE - IIN00046 - SUNGROW SG250HX - 800V - 12MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c886/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00046%20-%20SUNGROW%20SG250HX%20-%20800V%20-%2012MPPT.pdf,DATASHEET - IIN00046 - SUNGROW SG250HX - 800V - 12MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c886/DATASHEET%20-%20IIN00046%20-%20SUNGROW%20SG250HX%20-%20800V%20-%2012MPPT.pdf,MANUAL - IIN00046 - SUNGROW SG250HX - 800V - 12MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c886/MANUAL%20-%20IIN00046%20-%20SUNGROW%20SG250HX%20-%20800V%20-%2012MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c887/IIN00144.png,IIN00144,GROWATT MID36KTL3- X - 380V - 4MPPT,CERTIFICADO DE CONFORMIDADE - IIN00144 - GROWATT MID36KTL3- X - 380V - 4MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c887/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00144%20-%20GROWATT%20MID36KTL3-%20X%20-%20380V%20-%204MPPT.pdf,DATASHEET - IIN00144 - GROWATT MID36KTL3- X - 380V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c887/DATASHEET%20-%20IIN00144%20-%20GROWATT%20MID36KTL3-%20X%20-%20380V%20-%204MPPT.pdf,MANUAL - IIN00144 - GROWATT MID36KTL3- X - 380V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c887/MANUAL%20-%20IIN00144%20-%20GROWATT%20MID36KTL3-%20X%20-%20380V%20-%204MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c888/IIN00180.png,IIN00180,SUNGROW ON-GRID 50KW - 380V - 4 MPPT - AFCI (SG50CX-P2),CERTIFICADO DO INMETRO - IIN00180 - SUNGROW SG50CX-P2 - 380V - 4MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c888/CERTIFICADO%20DO%20INMETRO%20-%20IIN00180%20-%20SUNGROW%20SG50CX-P2%20-%20380V%20-%204MPPT.pdf,DATASHEET - IIN00180 - SUNGROW SG50CX-P2 - 380V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c888/DATASHEET%20-%20IIN00180%20-%20SUNGROW%20SG50CX-P2%20-%20380V%20-%204MPPT.pdf,MANUAL - IIN00180 - SUNGROW SG50CX-P2 - 380V - 4MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c888/MANUAL%20-%20IIN00180%20-%20SUNGROW%20SG50CX-P2%20-%20380V%20-%204MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c889/IIN00201.png,IIN00201,GROWATT MAX 125KTL3-X LV - 380V - 10MPPT,CERTIFICADO DE CONFORMIDADE - IIN00201 - GROWATT MAX 125KTL3-X LV - 380V - 10MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c889/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00201%20-%20GROWATT%20MAX%20125KTL3-X%20LV%20-%20380V%20-%2010MPPT.pdf,DATASHEET - IIN00201 - GROWATT MAX 125KTL3-X LV - 380V - 10MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c889/DATASHEET%20-%20IIN00201%20-%20GROWATT%20MAX%20125KTL3-X%20LV%20-%20380V%20-%2010MPPT.pdf,MANUAL - IIN00201 - GROWATT MAX 125KTL3-X LV - 380V - 10MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c889/MANUAL%20-%20IIN00201%20-%20GROWATT%20MAX%20125KTL3-X%20LV%20-%20380V%20-%2010MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88a/IIN00202.png,IIN00202,GROWATT MAX 100KTL3-X LV - 380V - 10MPPT,CERTIFICADO DE CONFORMIDADE - IIN00202 - GROWATT MAX 100KTL3-X LV - 380V - 10MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88a/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00202%20-%20GROWATT%20MAX%20100KTL3-X%20LV%20-%20380V%20-%2010MPPT.pdf,DATASHEET - IIN00202 - GROWATT MAX 100KTL3-X LV - 380V - 10MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88a/DATASHEET%20-%20IIN00202%20-%20GROWATT%20MAX%20100KTL3-X%20LV%20-%20380V%20-%2010MPPT.pdf,MANUAL - IIN00202 - GROWATT MAX 100KTL3-X LV - 380V - 10MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88a/MANUAL%20-%20IIN00202%20-%20GROWATT%20MAX%20100KTL3-X%20LV%20-%20380V%20-%2010MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88b/IIN00169.png,IIN00169,GROWATT MAX 75KTL3-XL 2 - 220V - 8MPPT,CERTIFICADO DE CONFORMIDADE - IIN00169 - GROWATT MAX 75KTL3-XL 2 - 220V - 8MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88b/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00169%20-%20GROWATT%20MAX%2075KTL3-XL%202%20-%20220V%20-%208MPPT.pdf,DATASHEET - IIN00169 - GROWATT MAX 75KTL3-XL 2 - 220V - 8MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88b/DATASHEET%20-%20IIN00169%20-%20GROWATT%20MAX%2075KTL3-XL%202%20-%20220V%20-%208MPPT.pdf,MANUAL - IIN00169 - GROWATT MAX 75KTL3-XL 2 - 220V - 8MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88b/MANUAL%20-%20IIN00169%20-%20GROWATT%20MAX%2075KTL3-XL%202%20-%20220V%20-%208MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88c/IIN00170.png,IIN00170,GROWATT MAX60KTL3-XL 2 - 220V - 8MPPT,CERTIFICADO DE CONFORMIDADE - IIN00170 - GROWATT MAX60KTL3-XL 2 - 220V - 8MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88c/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00170%20-%20GROWATT%20MAX60KTL3-XL%202%20-%20220V%20-%208MPPT.pdf,DATASHEET - IIN00170 - GROWATT MAX60KTL3-XL 2 - 220V - 8MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88c/DATASHEET%20-%20IIN00170%20-%20GROWATT%20MAX60KTL3-XL%202%20-%20220V%20-%208MPPT.pdf,MANUAL - IIN00170 - GROWATT MAX60KTL3-XL 2 - 220V - 8MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88c/MANUAL%20-%20IIN00170%20-%20GROWATT%20MAX60KTL3-XL%202%20-%20220V%20-%208MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88d/IIN00171.png,IIN00171,GROWATT MAX50-KTL3-XL2 - 220V - 8MPPT,CERTIFICADO DE CONFORMIDADE - IIN00171 - GROWATT MAX50-KTL3-XL2 - 220V - 8MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88d/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00171%20-%20GROWATT%20MAX50-KTL3-XL2%20-%20220V%20-%208MPPT.pdf,DATASHEET - IIN00171 - GROWATT MAX50-KTL3-XL2 - 220V - 8MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88d/DATASHEET%20-%20IIN00171%20-%20GROWATT%20MAX50-KTL3-XL2%20-%20220V%20-%208MPPT.pdf,MANUAL - IIN00171 - GROWATT MAX50-KTL3-XL2 - 220V - 8MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88d/MANUAL%20-%20IIN00171%20-%20GROWATT%20MAX50-KTL3-XL2%20-%20220V%20-%208MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88e/IIN00172.png,IIN00172,GROWATT ON-GRID 250KW - 800V - 12 MPPT - AFCI (MAX250KTL3-XHV),CERTIFICADO DE CONFORMIDADE - IIN00172 - GROWATT MAX 250KTL3-X HV - 800V - 12MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88e/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00172%20-%20GROWATT%20MAX%20250KTL3-X%20HV%20-%20800V%20-%2012MPPT.pdf,DATASHEET - IIN00172 - GROWATT MAX 250KTL3-X HV - 800V - 12MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88e/DATASHEET%20-%20IIN00172%20-%20GROWATT%20MAX%20250KTL3-X%20HV%20-%20800V%20-%2012MPPT.pdf,MANUAL - IIN00172 - GROWATT MAX 250KTL3-X HV - 800V - 12MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88e/MANUAL%20-%20IIN00172%20-%20GROWATT%20MAX%20250KTL3-X%20HV%20-%20800V%20-%2012MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88f/IIN00184.png,IIN00184,FOXESS  ON-GRID 5KW - 220V - 2 MPPT - AFCI (F5000-G2),CERTIFICADO DO INMETRO - IIN00184 - FOXESS F5000-G2 AFCI - 220V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88f/CERTIFICADO%20DO%20INMETRO%20-%20IIN00184%20-%20FOXESS%20F5000-G2%20AFCI%20-%20220V%20-%202MPPT.pdf,MANUAL - IIN00184 - FOXESS F5000-G2 AFCI - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88f/MANUAL%20-%20IIN00184%20-%20FOXESS%20F5000-G2%20AFCI%20-%20220V%20-%202MPPT.pdf,DATASHEET - IIN00184 - FOXESS F5000-G2 AFCI - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c88f/DATASHEET%20-%20IIN00184%20-%20FOXESS%20F5000-G2%20AFCI%20-%20220V%20-%202MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c890/IIN00185.png,IIN00185,FOXESS  ON-GRID 8KW - 220V - 3 MPPT - AFCI (G8),CERTIFICADO DO INMETRO - IIN00185 - FOXESS G8 AFCI - 220V - 3MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c890/CERTIFICADO%20DO%20INMETRO%20-%20IIN00185%20-%20FOXESS%20G8%20AFCI%20-%20220V%20-%203MPPT.pdf,MANUAL - IIN00185 - FOXESS G8 AFCI - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c890/MANUAL%20-%20IIN00185%20-%20FOXESS%20G8%20AFCI%20-%20220V%20-%203MPPT.pdf,DATASHEET - IIN00185 - FOXESS G8 AFCI - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c890/DATASHEET%20-%20IIN00185%20-%20FOXESS%20G8%20AFCI%20-%20220V%20-%203MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c891/IIN00187.png,IIN00187,FOXESS G10500 - 220V - 3MPPT,CERTIFICADO DE CONFORMIDADE - IIN00187 - FOXESS G10500 - 220V - 3MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c891/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00187%20-%20FOXESS%20G10500%20-%20220V%20-%203MPPT.pdf,MANUAL - IIN00187 - FOXESS G10500 - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c891/MANUAL%20-%20IIN00187%20-%20FOXESS%20G10500%20-%20220V%20-%203MPPT.pdf,DATASHEET - IIN00187 - FOXESS G10500 - 220V - 3MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c891/DATASHEET%20-%20IIN00187%20-%20FOXESS%20G10500%20-%20220V%20-%203MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c892/IIN00188.png,IIN00188,FOXESS  ON-GRID 6KW - 220V - 2 MPPT - AFCI (F6000-G2),CERTIFICADO DO INMETRO - IIN00188 - FOXESS F6000-G2 AFCI - 220V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c892/CERTIFICADO%20DO%20INMETRO%20-%20IIN00188%20-%20FOXESS%20F6000-G2%20AFCI%20-%20220V%20-%202MPPT.pdf,MANUAL - IIN00188 - FOXESS F6000-G2 AFCI - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c892/MANUAL%20-%20IIN00188%20-%20FOXESS%20F6000-G2%20AFCI%20-%20220V%20-%202MPPT.pdf,DATASHEET - IIN00188 - FOXESS F6000-G2 AFCI - 220V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c892/DATASHEET%20-%20IIN00188%20-%20FOXESS%20F6000-G2%20AFCI%20-%20220V%20-%202MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c893/IIN00189.png,IIN00189,FOXESS  ON-GRID 12KW - 380V - 2 MPPT - AFCI (T12-G3),CERTIFICADO DE CONFORMIDADE - IIN00189 - FOXESS T12-G3 - 380V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c893/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00189%20-%20FOXESS%20T12-G3%20-%20380V%20-%202MPPT.pdf,MANUAL - IIN00189 - FOXESS T12-G3 - 380V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c893/MANUAL%20-%20IIN00189%20-%20FOXESS%20T12-G3%20-%20380V%20-%202MPPT.pdf,DATASHEET - IIN00189 - FOXESS T12-G3 - 380V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c893/DATASHEET%20-%20IIN00189%20-%20FOXESS%20T12-G3%20-%20380V%20-%202MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c894/IIN00190.png,IIN00190,FOXESS T15-G3 - 380V - 2MPPT,CERTIFICADO DE CONFORMIDADE - IIN00190 - FOXESS T15-G3 - 380V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c894/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00190%20-%20FOXESS%20T15-G3%20-%20380V%20-%202MPPT.pdf,MANUAL - IIN00190 - FOXESS T15-G3 - 380V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c894/MANUAL%20-%20IIN00190%20-%20FOXESS%20T15-G3%20-%20380V%20-%202MPPT.pdf,DATASHEET - IIN00190 - FOXESS T15-G3 - 380V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c894/DATASHEET%20-%20IIN00190%20-%20FOXESS%20T15-G3%20-%20380V%20-%202MPPT.pdf
https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c895/IIN00191.png,IIN00191,FOXESS T20-G3 - 380V - 2MPPT,CERTIFICADO DE CONFORMIDADE - IIN00191 - FOXESS T20-G3 - 380V - 2MPPT.pdf,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c895/CERTIFICADO%20DE%20CONFORMIDADE%20-%20IIN00191%20-%20FOXESS%20T20-G3%20-%20380V%20-%202MPPT.pdf,MANUAL - IIN00191 - FOXESS T20-G3 - 380V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c895/MANUAL%20-%20IIN00191%20-%20FOXESS%20T20-G3%20-%20380V%20-%202MPPT.pdf,DATASHEET - IIN00191 - FOXESS T20-G3 - 380V - 2MPPT.pdf,Baixar,https://prod-platform-api.s3.amazonaws.com/components/6687e304189963220c27c895/DATASHEET%20-%20IIN00191%20-%20FOXESS%20T20-G3%20-%20380V%20-%202MPPT.pdf
