loaded src,loaded src 2,title-left,title-right,subtitle,price
https://cdn-ecommerce.solfacil.com.br/contents/products/559375/images/IMAGE_PRODUCT_559375.jpeg,https://cdn-ecommerce.solfacil.com.br/contents/products/559375/images/IMAGE_PRODUCT_559375.jpeg,HANERSUN,HN18N-72H,MODULO FOTOVOLTAICO 585W - HANERSUN - EF. 22.6% - HN18N-72H IMP,"R$ 467,06"
https://cdn-ecommerce.solfacil.com.br/contents/products/559380/images/IMAGE_PRODUCT_559380.jpeg,,HANERSUN,HN18N-72H,MODULO FOTOVOLTAICO 585W - HANERSUN - EF. 22.6% - HN18N-72H D,"R$ 467,06"
https://cdn-ecommerce.solfacil.com.br/contents/products/559376/images/IMAGE_PRODUCT_559376.jpeg,,DAH,DHN-72X16/DG,MODULO FOTOVOLTAICO 585W - DAH BIFACIAL - EF. 22.65% - DHN-72X16/DG IMP,"R$ 469,10"
https://cdn-ecommerce.solfacil.com.br/contents/products/559381/images/IMAGE_PRODUCT_559381.png,https://cdn-ecommerce.solfacil.com.br/contents/products/559381/images/IMAGE_PRODUCT_559381.png,OSDA,33V-MHDRZ,MODULO FOTOVOLTAICO 610W - OSDA BIFACIAL - EF. 22.60% - 33V-MHDRZ,"R$ 479,30"
https://cdn-ecommerce.solfacil.com.br/contents/products/573429/images/IMAGE_PRODUCT_573429.png,https://cdn-ecommerce.solfacil.com.br/contents/products/573429/images/IMAGE_PRODUCT_573429.png,HANERSUN,HJT HN21H-66HT,MODULO FOTOVOLTAICO 700W - HANERSUN BIFACIAL - EF.22.5% - HJT HN21H-66HT,"R$ 560,90"
https://cdn-ecommerce.solfacil.com.br/contents/products/550010/images/image.png,https://cdn-ecommerce.solfacil.com.br/contents/products/550010/images/image.png,MINASOL,MS-545,MODULO FOTOVOLTAICO 545W - MINASOL NACIONAL - MS-545,"R$ 887,30"
